e_score,s_score,g_score,total_score,doc_vector
7.45,9.19,3.55,20.2,"[3.5082263946533203, 0.35498085618019104, -4.644318103790283, 3.235694646835327, -0.03337261825799942, -0.3101479411125183, 0.30670276284217834, 2.597771406173706, 1.1939635276794434, -2.3311731815338135, 3.4995319843292236, -1.847230315208435, 0.4688859283924103, -2.689821481704712, -0.6686843037605286, 1.9577600955963135, -0.7538048624992371, 2.447263479232788, -1.4464739561080933, -2.574505090713501, 0.2435574233531952, -1.904191493988037, -1.2691929340362549, 2.417426586151123, 0.8597962260246277, 0.8196027278900146, 1.4375617504119873, -4.700974464416504, -1.5730645656585693, -2.806351661682129, 2.175208806991577, 0.9805801510810852, -1.0886049270629883, 0.16194629669189453, 2.2392029762268066, -0.48916909098625183, 2.3096024990081787, -4.925917625427246, 0.9264129996299744, 0.9850723743438721, -3.292386531829834, -0.9743620157241821, -0.5604623556137085, -2.6612656116485596, 2.3761942386627197, -0.5765151977539062, -2.0924460887908936, 1.0693529844284058, -1.3518840074539185, 0.40383997559547424]"
5.48,12.45,7.48,25.41,"[0.2726737856864929, 1.5569078922271729, -5.109711647033691, 1.8577905893325806, -3.6202352046966553, -2.619157552719116, -0.37282928824424744, -0.8891653418540955, -1.0307780504226685, -0.5827595591545105, 3.72534441947937, 4.040503025054932, 2.17926025390625, -0.39768165349960327, 1.7835038900375366, -1.5454154014587402, -0.8715637922286987, 1.7121318578720093, -1.4111487865447998, -2.6685798168182373, 1.937315821647644, 3.256955623626709, -0.2891783118247986, -2.1257619857788086, 4.557272911071777, -1.8306119441986084, 0.7401795387268066, -2.119304895401001, -1.5788836479187012, 3.3950369358062744, 2.7205355167388916, -0.09162148088216782, 1.4375724792480469, 0.48849210143089294, 2.409832715988159, -3.451960802078247, -3.815984010696411, -1.9479421377182007, -3.906506061553955, -0.6605772376060486, -0.17894524335861206, -4.218497276306152, -1.4232125282287598, -3.228569269180298, -2.927783250808716, -0.08176267892122269, -2.4060943126678467, 1.193482518196106, 3.4559874534606934, -2.3836162090301514]"
5.09,11.31,7.3,23.7,"[-1.601812481880188, 0.19282715022563934, -3.585325241088867, 1.4283074140548706, -3.6143879890441895, -1.374281406402588, -0.5582231283187866, -0.7618365287780762, -1.1165192127227783, -1.3019174337387085, 4.505496978759766, 2.9842090606689453, 0.33810457587242126, -0.6736438870429993, 0.4914981722831726, -0.8578632473945618, -2.549712896347046, 2.7175562381744385, -2.5812172889709473, -2.7530243396759033, 2.1204798221588135, 4.0632805824279785, -1.9882540702819824, -1.7047672271728516, 4.546917915344238, -1.7040867805480957, 1.8455489873886108, -2.651078701019287, -1.5003327131271362, 2.6869888305664062, 1.9829907417297363, 1.4795278310775757, 2.0535988807678223, 1.694989800453186, 0.2489202320575714, -2.4059908390045166, -3.7864365577697754, -2.9501326084136963, -3.4713006019592285, 0.8352420330047607, 0.8415930271148682, -4.08651876449585, -1.7627111673355103, -3.325543165206909, -1.9023154973983765, -0.6389320492744446, -1.4236524105072021, 2.915271520614624, 1.781776785850525, -2.627807378768921]"
4.1,9.46,6.99,20.54,"[-0.9512850046157837, -0.12305451184511185, -4.3062825202941895, 1.2508271932601929, -3.1347103118896484, -1.4179928302764893, -1.338645577430725, -1.6457606554031372, -2.018019437789917, -1.0655927658081055, 2.3966453075408936, 3.15873122215271, 0.6964203715324402, -0.6994796395301819, 0.6620869040489197, -0.6980527639389038, -3.371816873550415, 2.626512289047241, -2.3832640647888184, -2.612006187438965, 1.5937854051589966, 3.3883323669433594, -1.1548055410385132, -2.218701124191284, 4.308173656463623, -2.056102991104126, 1.447088599205017, -3.0822649002075195, -0.744426965713501, 2.9465463161468506, 1.3392672538757324, 1.63736891746521, 1.622483253479004, 2.447225332260132, -0.8683853149414062, -3.4921202659606934, -3.3186428546905518, -1.8844645023345947, -3.537458896636963, 0.08866777271032333, 1.3971965312957764, -3.7793362140655518, -1.8106133937835693, -4.80581521987915, -1.5933798551559448, -0.2582823932170868, -2.585317611694336, 4.144633769989014, 3.0925042629241943, -2.0229289531707764]"
1.03,11.23,8.17,20.42,"[1.7055854797363281, -1.9065638780593872, -1.0689890384674072, 1.5106236934661865, 2.018138885498047, 4.3994035720825195, -0.9660374522209167, 0.9727351665496826, -1.2542675733566284, 1.624755620956421, -0.9212589859962463, -0.9091448783874512, 1.3179173469543457, 0.8695191740989685, -0.5563936829566956, -3.9213004112243652, 2.5450422763824463, -2.499617099761963, -2.444127321243286, 1.4111533164978027, -4.637794017791748, -0.7367472052574158, -0.9508723020553589, 1.0171175003051758, -0.7139462232589722, 1.1587412357330322, -3.9090681076049805, -0.681097686290741, 1.0636824369430542, -2.2448034286499023, 3.569570779800415, 0.9471553564071655, -1.0371558666229248, -0.4822240471839905, -2.909621238708496, 2.26859712600708, 1.5255703926086426, 0.45459529757499695, -1.6796270608901978, 1.0165040493011475, 1.7026292085647583, 0.8514701724052429, 0.10857179015874863, -4.291327953338623, -1.7133926153182983, 1.2643427848815918, 1.8820403814315796, 0.3730304539203644, -1.9041725397109985, -1.595152497291565]"
1.06,12.22,7.44,20.71,"[0.809015154838562, -2.343496561050415, -1.1136094331741333, 0.9219934344291687, 1.1869910955429077, 5.5366034507751465, -0.5153942704200745, 0.2878569960594177, -0.7832186222076416, 2.088650703430176, -1.952028751373291, 0.42616918683052063, -0.27082449197769165, 0.6869864463806152, -1.8667151927947998, -2.411421537399292, 3.6087777614593506, -3.146263360977173, -0.8876134753227234, 0.2267547994852066, -4.2068963050842285, -1.9307692050933838, -1.52757728099823, 0.9248234033584595, -0.17977534234523773, 1.4838030338287354, -4.377789497375488, -0.2705068588256836, 0.6294258236885071, -3.574634075164795, 3.232042074203491, -0.3858000636100769, -2.9707274436950684, 0.122963085770607, -0.9826806783676147, 2.769426107406616, 1.4212262630462646, 1.2381792068481445, -1.3219866752624512, 0.20544365048408508, 0.6922727823257446, 1.0283199548721313, 1.390049934387207, -3.8264756202697754, -0.11617440730333328, 2.4943788051605225, 1.7402753829956055, 1.4711289405822754, -0.8983091711997986, -1.8353408575057983]"
1.11,9.5,5.74,16.35,"[0.07578425854444504, -3.0841197967529297, -0.6411292552947998, 1.6119446754455566, 0.9223019480705261, 5.567684650421143, 0.04549026116728783, 0.49673545360565186, -1.5650546550750732, 2.999605655670166, -2.3317229747772217, 0.023025089874863625, -0.7416461706161499, 0.7109305262565613, -1.2942100763320923, -1.9193390607833862, 4.345637321472168, -3.092939615249634, -1.5741312503814697, 0.2149842232465744, -3.341963768005371, -2.333529233932495, -0.899600625038147, 1.4186593294143677, -0.016707073897123337, 0.7271085977554321, -5.392001152038574, -0.5145217776298523, 1.0376768112182617, -2.9153354167938232, 3.6926627159118652, -1.5545334815979004, -2.6125314235687256, -0.11935939639806747, -0.9577945470809937, 2.314081907272339, 1.3992094993591309, 2.2627198696136475, -0.766372561454773, 0.4169507622718811, 1.1080840826034546, 1.5396945476531982, 1.2226821184158325, -3.552722454071045, -1.6552938222885132, 1.3764452934265137, 1.1506537199020386, 1.0605052709579468, -0.223931223154068, -0.7291067838668823]"
3.86,9.85,5.87,19.57,"[2.1401302814483643, 4.861532688140869, -4.570367813110352, 2.401578426361084, -0.9305447936058044, -1.895282506942749, -3.752509355545044, 0.14897337555885315, -1.0277258157730103, -4.138906478881836, 0.1566123068332672, 0.9329026937484741, -1.753576397895813, -2.148038864135742, -2.36094331741333, -0.029570547863841057, -0.27810418605804443, 2.0944764614105225, 1.5211206674575806, -1.5162687301635742, -1.5644090175628662, -2.601778984069824, 2.481581926345825, 1.1821905374526978, 0.6896800398826599, -2.2712085247039795, -0.7548800110816956, -4.683499336242676, -0.5715606212615967, -1.0396935939788818, 0.6790428161621094, 0.47218620777130127, -1.5250608921051025, 0.4891165792942047, -0.5769930481910706, -2.3226840496063232, 0.040270816534757614, 2.14394211769104, 1.556156039237976, -1.783329725265503, 0.2778230905532837, -1.5368196964263916, 0.12533900141716003, -6.267941474914551, -1.5379817485809326, -1.3335120677947998, -4.660491943359375, -1.506706714630127, 4.666261196136475, -1.9826076030731201]"
3.4,8.54,5.82,17.76,"[2.376063585281372, 2.7157440185546875, -3.9394781589508057, 2.3016915321350098, -1.5774033069610596, -1.35775625705719, -4.938684940338135, -0.3901733458042145, -0.5091658234596252, -3.279557228088379, -1.302672266960144, 1.2552541494369507, -1.787190556526184, -3.712275266647339, -2.3418469429016113, 0.8420413732528687, -0.7474771738052368, 4.0219292640686035, 1.592337727546692, -2.2750868797302246, -1.7045422792434692, -1.4126635789871216, 2.0808560848236084, 2.086265802383423, 0.1558244526386261, -1.8784452676773071, -1.4610129594802856, -4.330116271972656, 1.5055229663848877, -1.7493399381637573, 0.6417328119277954, -1.20345938205719, -1.8513422012329102, -0.008934801444411278, -0.04478207230567932, -2.5853431224823, -1.782198190689087, 0.46428579092025757, 2.6214170455932617, -0.19522395730018616, 1.2564817667007446, -2.4960289001464844, 0.6111412048339844, -6.202317714691162, -1.9015963077545166, -2.6106672286987305, -3.7050905227661133, -1.48516047000885, 4.024458408355713, -2.1103975772857666]"
3.4,7.41,4.27,15.08,"[2.208045482635498, 3.0551960468292236, -3.486788272857666, 2.7507975101470947, -1.0398166179656982, -1.3901028633117676, -4.600455284118652, -0.8117075562477112, -0.8540599346160889, -3.0471298694610596, -0.7477270364761353, 0.9792563915252686, -1.7657519578933716, -3.8537933826446533, -2.2016634941101074, 0.5980040431022644, -0.3441050350666046, 4.318080902099609, 1.584962010383606, -2.3629117012023926, -1.2745288610458374, -1.2154122591018677, 1.5576624870300293, 2.3337109088897705, 0.6524114012718201, -2.652693033218384, -1.8519688844680786, -4.147788047790527, 1.4399969577789307, -1.4139753580093384, 0.5135047435760498, -0.8855052590370178, -1.4514127969741821, -0.3192809224128723, -0.207000270485878, -3.0974040031433105, -1.3964216709136963, 0.9013909101486206, 3.358644723892212, 0.17115941643714905, 1.4851089715957642, -2.5886168479919434, 0.03897196426987648, -5.706323623657227, -2.290709972381592, -2.3120038509368896, -3.509068727493286, -1.4135881662368774, 4.171011447906494, -2.176732301712036]"
3.34,10.09,4.04,17.47,"[2.8456122875213623, 1.4450838565826416, -3.566554069519043, 3.4157564640045166, -0.8137916922569275, -0.5448681712150574, -2.8571648597717285, -0.9461643695831299, -1.6862611770629883, -3.3923392295837402, -0.28025200963020325, 0.7362455129623413, -1.626024603843689, -3.423593282699585, -2.3279967308044434, 2.756819009780884, -1.0971368551254272, 3.555851459503174, 0.2621074616909027, -1.887848138809204, -1.2362900972366333, 0.2620522975921631, 1.9391002655029297, 1.1596852540969849, 0.9277433753013611, -1.9397447109222412, -1.6584926843643188, -5.187193393707275, 1.595778226852417, -2.4938454627990723, 1.7549901008605957, -1.6507420539855957, -0.5434594750404358, 0.3453759551048279, -1.1838136911392212, -3.737417221069336, -0.5422540903091431, 0.36554622650146484, 2.1575727462768555, 0.38920509815216064, 0.04009586200118065, -2.584707498550415, -0.565944254398346, -3.8289201259613037, -1.198380947113037, -1.6959939002990723, -3.1960229873657227, -2.613976240158081, 4.358564376831055, -0.3165191113948822]"
6.46,22.43,12.99,41.91,"[-0.4340924620628357, 3.1612184047698975, -2.876202344894409, -2.8786814212799072, 4.583603858947754, -2.9108331203460693, -2.53572416305542, 1.6174145936965942, -4.222283363342285, 3.73060941696167, 0.1829136162996292, -0.9977884292602539, -0.9563934803009033, -0.5607684850692749, 3.4189438819885254, -5.722989559173584, -0.2705911695957184, 1.5321584939956665, -2.6225993633270264, -1.5500606298446655, -2.9639270305633545, -0.7811290621757507, -2.9674248695373535, -0.9289982318878174, -3.38708233833313, -1.578866720199585, -1.2142605781555176, 0.6239250898361206, 0.008768022060394287, -1.5692380666732788, -1.2989317178726196, 3.5218522548675537, -1.0086828470230103, -2.76577091217041, -2.046403646469116, 1.1196280717849731, -0.2121187448501587, -4.422931671142578, -0.6713595986366272, -2.60269832611084, -0.10339280217885971, -1.3717683553695679, -2.171628475189209, -1.040205717086792, 1.768951416015625, 3.7050609588623047, 2.6785776615142822, 1.0735934972763062, 4.0188984870910645, -0.9428319334983826]"
6.2,17.79,10.64,34.64,"[-1.2918914556503296, 2.464277982711792, -2.9505364894866943, -2.6783807277679443, 4.628216743469238, -3.434030532836914, -1.9691559076309204, 1.5743159055709839, -3.884230136871338, 3.550258159637451, -0.495080828666687, -0.5406960248947144, -1.075486183166504, 0.029519494622945786, 2.6381630897521973, -4.897275447845459, -0.0498490035533905, 1.7012158632278442, -2.7377336025238037, -0.8358777761459351, -3.467849016189575, -0.7110481262207031, -2.7708404064178467, -1.2517811059951782, -3.220088243484497, -1.7402198314666748, -1.5835132598876953, 0.8317813277244568, 0.09206875413656235, -2.03257417678833, -1.3171833753585815, 3.1171224117279053, -1.111902117729187, -3.060878276824951, -3.3073909282684326, 1.00883948802948, 0.16556063294410706, -3.3852739334106445, -0.09860840439796448, -2.571988582611084, -0.008907373063266277, -0.5097278952598572, -2.2176969051361084, -0.44531533122062683, 2.18444561958313, 2.8008460998535156, 3.709563732147217, 1.721218228340149, 4.035096168518066, -0.4408871829509735]"
5.93,13.04,8.23,27.21,"[-0.7630013227462769, 2.123396873474121, -2.7646324634552, -2.4262282848358154, 4.4424357414245605, -2.4437146186828613, -3.023411750793457, 0.8505694270133972, -3.248525619506836, 3.4128875732421875, 0.2547038197517395, -0.9897125959396362, -1.9432615041732788, -0.991939902305603, 1.728178858757019, -4.3042755126953125, 0.003700071945786476, 2.051748752593994, -2.286463975906372, -1.4219855070114136, -2.568512201309204, -0.9180882573127747, -2.604194164276123, -0.8660466074943542, -3.38686466217041, -1.8006291389465332, -1.564636468887329, 0.028374847024679184, 0.5209314823150635, -2.4437906742095947, -1.8282634019851685, 2.6442220211029053, -0.4261409044265747, -2.1861586570739746, -2.4577689170837402, 1.2508164644241333, -0.46356290578842163, -3.523911237716675, 0.050112802535295486, -1.8475826978683472, 0.09479836374521255, -1.0547223091125488, -1.0762823820114136, 0.16132208704948425, 1.895161509513855, 3.2675178050994873, 2.1436095237731934, -0.02358473464846611, 2.5849411487579346, -0.8423923254013062]"
5.57,11.43,8.28,25.28,"[0.005795199889689684, 1.7820789813995361, -2.279115676879883, -2.0691654682159424, 4.5984930992126465, -1.4818203449249268, -2.9053568840026855, 1.3238996267318726, -2.4993462562561035, 3.4018731117248535, 0.592617392539978, -0.44087493419647217, -2.1633598804473877, 0.021899575367569923, 1.6024266481399536, -4.308661937713623, 0.06982482224702835, 2.7280895709991455, -1.7794501781463623, -1.1204988956451416, -3.2989935874938965, -0.750922441482544, -1.993323564529419, -1.0863689184188843, -2.860833168029785, -1.443176031112671, -1.232844591140747, -0.20638374984264374, 0.3924592435359955, -2.4367644786834717, -1.2287739515304565, 2.3424477577209473, -0.6255401372909546, -2.4231886863708496, -3.096365451812744, 0.2915264070034027, -0.2891201674938202, -3.0465354919433594, 0.17062312364578247, -1.845505952835083, 0.40845999121665955, -0.6973817944526672, -0.9356956481933594, -0.39767804741859436, 1.3446191549301147, 2.3833167552948, 1.5865321159362793, 0.21843281388282776, 2.535386085510254, -0.8709447383880615]"
1.69,11.13,7.32,20.17,"[-1.564181923866272, -0.8738635182380676, 0.6737269163131714, 1.1009635925292969, -2.452497959136963, 2.7361185550689697, -1.1155306100845337, -1.3284496068954468, -1.0087922811508179, 2.4094598293304443, 1.502077341079712, 2.932734966278076, 0.37821951508522034, -0.12672896683216095, -1.2974843978881836, -4.534469127655029, 1.2810760736465454, -0.5821589827537537, -1.473238468170166, -0.08941470831632614, -1.0787352323532104, 2.8673386573791504, 0.11055121570825577, -1.596976399421692, -1.5997376441955566, 0.5158693790435791, -4.9801764488220215, -1.1927268505096436, 3.3161542415618896, -2.779289484024048, 3.2806737422943115, -3.9964139461517334, -1.0238720178604126, 2.124159336090088, 0.021102523431181908, 2.042452812194824, 1.0751869678497314, 1.1027626991271973, 1.671608567237854, -2.9794111251831055, 0.16111858189105988, -3.7357354164123535, 3.0976808071136475, -3.064131259918213, -3.3874661922454834, 0.42535847425460815, 0.0027880994603037834, 1.6673691272735596, 2.59676194190979, -2.2689924240112305]"
1.69,11.41,7.72,20.81,"[-1.769059419631958, -0.49702244997024536, 1.0412383079528809, 1.6557137966156006, -2.8986012935638428, 1.4334582090377808, -2.015716314315796, -1.9474077224731445, -0.7338447570800781, 2.561626672744751, 0.9152601361274719, 2.80340313911438, 0.8081254363059998, -0.25611236691474915, -0.8904069066047668, -4.084311008453369, 0.8774749636650085, 0.09689245373010635, -1.8901225328445435, -0.6886828541755676, -0.8599535822868347, 2.3212227821350098, 0.2612873911857605, -1.6256507635116577, -1.5773087739944458, 0.2075614631175995, -4.49057674407959, -1.1766610145568848, 3.608823299407959, -1.9920426607131958, 2.631974697113037, -4.301448345184326, -0.940028727054596, 1.4588133096694946, 0.20522019267082214, 1.459877610206604, 0.5125524997711182, 0.9265707731246948, 1.0302257537841797, -2.668344259262085, 0.6776984333992004, -3.0473716259002686, 2.108987808227539, -3.757434129714966, -3.39874529838562, -0.6992940902709961, -0.23171718418598175, 1.7637851238250732, 2.5503339767456055, -2.0354273319244385]"
